trial_num,left_img,right_img,selected_img,img_type,selected_word_type,preview_time,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,comments,wrong_img_tests,time_in_minutes,participant_id
1,obj2,action5,action5,novel,verb,2042,3840,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
2,action2,obj1,action2,novel,verb,2021,3546,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
3,cry,dog,cry,familiar,verb,2010,3889,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
4,hat,sit,hat,familiar,noun,2009,3542,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
5,eat,doll,doll,familiar,noun,2024,3650,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
6,read,box,box,familiar,noun,2010,3557,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
7,shoe,draw,draw,familiar,verb,2016,2125,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
8,horse,wave,horse,familiar,noun,2003,3253,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
9,action1,obj6,action1,novel,verb,2004,1446,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
10,obj5,action6,action6,novel,verb,2007,1861,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
11,drink,book,book,familiar,noun,2024,2988,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
12,ball,sleep,sleep,familiar,verb,2011,2894,1536,754,Chrome,Windows,864,1536,754,1536,288,400,English,23,Male,No,[],1.7429666666666668,493765
