trial_num,left_img,right_img,selected_img,img_type,selected_word_type,preview_time,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,comments,wrong_img_tests,time_in_minutes,participant_id
1,dog,cry,cry,familiar,verb,2011,3421,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
2,action1,obj6,action1,novel,verb,2012,1816,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
3,action5,obj2,action5,novel,verb,2005,3062,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
4,read,box,box,familiar,noun,2009,3199,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
5,obj5,action6,action6,novel,verb,2006,1720,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
6,wave,horse,horse,familiar,noun,2011,1752,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
7,ball,sleep,sleep,familiar,verb,2013,2120,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
8,shoe,draw,draw,familiar,verb,2010,4073,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
9,book,drink,drink,familiar,verb,2012,1355,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
10,hat,sit,hat,familiar,noun,2009,2384,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
11,doll,eat,doll,familiar,noun,2016,2689,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
12,action2,obj1,action2,novel,verb,2012,1074,1366,598,Firefox,Windows,768,1366,598,1366,288,400,English,25,Male,,[],1.4124,327832
