trial_num,left_img,right_img,selected_img,img_type,selected_word_type,preview_time,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,comments,wrong_img_tests,time_in_minutes,participant_id
1,action2,obj1,action2,novel,verb,2015,4448,655,336,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
2,action6,obj5,action6,novel,verb,2008,2623,655,336,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
3,box,read,box,familiar,noun,2007,1983,655,336,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
4,doll,eat,doll,familiar,noun,2006,3952,655,336,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
5,ball,sleep,sleep,familiar,verb,2006,4617,812,333,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
6,action1,obj6,action1,novel,verb,2007,3335,808,331,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
7,obj2,action5,action5,novel,verb,2005,4109,808,331,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
8,wave,horse,horse,familiar,noun,2006,4279,808,331,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
9,book,drink,drink,familiar,verb,2007,3817,808,331,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
10,sit,hat,hat,familiar,noun,2006,7919,808,331,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
11,shoe,draw,shoe,familiar,noun,2006,2903,808,331,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
12,cry,dog,cry,familiar,verb,2006,6016,808,414,Safari,iPhone/iPod,896,414,719,414,288,400,English ,43,Female,,[],1.71305,739075
