trial_num,left_img,right_img,selected_img,img_type,selected_word_type,preview_time,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,comments,wrong_img_tests,time_in_minutes,participant_id
1,eat,doll,doll,familiar,noun,2010,3566,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
2,obj1,action2,action2,novel,verb,2005,4060,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
3,read,box,box,familiar,noun,2004,2546,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
4,action6,obj5,obj5,novel,noun,2004,2028,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
5,sleep,ball,sleep,familiar,verb,2004,2290,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
6,dog,cry,cry,familiar,verb,2003,3364,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
7,obj2,action5,action5,novel,verb,2003,3711,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
8,sit,hat,sit,familiar,verb,2003,3465,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
9,book,drink,drink,familiar,verb,2003,6217,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
10,obj6,action1,action1,novel,verb,2003,1835,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
11,draw,shoe,shoe,familiar,noun,2003,1066,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
12,horse,wave,wave,familiar,verb,2002,1894,1600,749,Chrome,Windows,900,1600,749,1600,288,400,English,19,Female,,[],1.5701333333333334,471116
