trial_num,left_img,right_img,selected_img,img_type,selected_word_type,preview_time,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,comments,wrong_img_tests,time_in_minutes,participant_id
1,draw,shoe,draw,familiar,verb,2029,47443,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
2,action2,obj1,obj1,novel,noun,2007,14353,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
3,action6,obj5,obj5,novel,noun,2006,9638,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
4,action5,obj2,obj2,novel,noun,2016,11608,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
5,obj6,action1,obj6,novel,noun,2013,7537,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
6,wave,horse,horse,familiar,noun,2015,8154,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
7,ball,sleep,sleep,familiar,verb,2007,6582,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
8,sit,hat,hat,familiar,noun,2009,7090,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
9,box,read,read,familiar,verb,2010,8265,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
10,cry,dog,cry,familiar,verb,2014,6326,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
11,doll,eat,doll,familiar,noun,2006,6400,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
12,drink,book,book,familiar,noun,2009,10815,1036,1748,Chrome,Linux,823,412,695,412,288,400,English,36,Female,No,[],4.35435,709551
