trial_num,left_img,right_img,selected_img,img_type,selected_word_type,preview_time,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,comments,wrong_img_tests,time_in_minutes,participant_id
1,obj3,action6,obj3,novel,noun,2016,4514,280,397,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
2,action8,obj7,obj7,novel,noun,2007,25712,763,304,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
3,horse,draw,draw,familiar,verb,2007,6292,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
4,drink,dog,dog,familiar,noun,2006,3793,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
5,obj4,action1,obj4,novel,noun,2006,2877,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
6,action3,obj8,obj8,novel,noun,2007,9809,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
7,book,cry,cry,familiar,verb,2005,17965,731,291,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
8,action4,obj6,obj6,novel,noun,2007,2661,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
9,action2,obj5,action2,novel,verb,2006,3872,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
10,wave,ball,wave,familiar,verb,2006,7310,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
11,shoe,sit,shoe,familiar,noun,2012,5739,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
12,box,sleep,box,familiar,noun,2007,7293,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
13,read,doll,read,familiar,verb,2007,5460,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
14,hat,eat,eat,familiar,verb,2007,11010,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
15,action7,obj2,obj2,novel,noun,2006,8427,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
16,action5,obj1,obj1,novel,noun,2006,8112,568,226,Safari,iPhone/iPod,568,320,454,320,288,400,English,32,Female,,[],3.4696666666666665,348844
