trial_num,left_img,right_img,selected_img,img_type,selected_word_type,preview_time,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,comments,wrong_img_tests,time_in_minutes,participant_id
1,obj8,action7,obj8,novel,noun,2006,4905,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
2,sleep,box,sleep,familiar,verb,2003,3371,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
3,drink,dog,dog,familiar,noun,2004,3028,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
4,action8,obj7,action8,novel,verb,2002,2493,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
5,obj6,action5,action5,novel,verb,2003,2267,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
6,obj1,action1,action1,novel,verb,2003,2710,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
7,sit,hat,hat,familiar,noun,2003,1448,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
8,obj2,action2,action2,novel,verb,2003,1964,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
9,horse,read,horse,familiar,noun,2006,2189,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
10,book,eat,eat,familiar,verb,2003,1734,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
11,obj3,action4,action4,novel,verb,2004,3412,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
12,action3,obj5,action3,novel,verb,2004,2028,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
13,shoe,draw,draw,familiar,verb,2003,1595,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
14,obj4,action6,action6,novel,verb,2003,1733,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
15,ball,wave,wave,familiar,verb,2004,1317,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
16,cry,doll,cry,familiar,verb,2004,1789,1280,636,Firefox,Mac,800,1280,636,1280,288,400,english,20,Female,,[],1.6575333333333333,188837
