trial_num,left_img,right_img,selected_img,img_type,selected_word_type,preview_time,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,comments,wrong_img_tests,time_in_minutes,participant_id
1,obj3,action4,obj3,novel,noun,2006,6664,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
2,action8,obj8,obj8,novel,noun,2002,7000,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
3,action6,obj1,obj1,novel,noun,2003,3776,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
4,action1,obj7,obj7,novel,noun,2002,2264,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
5,obj4,action3,obj4,novel,noun,2001,1120,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
6,read,doll,doll,familiar,noun,2003,2288,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
7,sleep,book,book,familiar,noun,2003,10063,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
8,shoe,wave,wave,familiar,verb,2003,4013,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
9,action2,obj2,obj2,novel,noun,2003,1868,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
10,action7,obj6,obj6,novel,noun,2002,2134,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
11,action5,obj5,obj5,novel,noun,2002,1376,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
12,drink,horse,horse,familiar,noun,2003,2425,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
13,dog,draw,dog,familiar,noun,2003,2675,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
14,sit,hat,hat,familiar,noun,2001,1830,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
15,box,eat,eat,familiar,verb,2003,1527,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
16,cry,ball,cry,familiar,verb,2003,1553,1221,732,Safari,Mac,900,1440,732,1221,288,400,English,20,Male,,[],2.4959166666666666,363372
