trial_num,word,part_speech1,part_speech2,selected_answer,correct_answer,word_type,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,language,age,gender,comments,wrong_soundtests,time_in_minutes,participant_id
1,ball,An object,An action,An object,An object,familiar,14385,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
2,eat,An action,An object,An action,An action,familiar,10955,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
3,sleep,An object,An action,An action,An action,familiar,12982,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
4,shoe,An object,An action,An object,An object,familiar,95142,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
5,heth,An action,An object,An action,none,novel,16420,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
6,dax,An object,An action,An action,none,novel,12569,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
7,vash,An action,An object,An action,none,novel,16692,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
8,nup,An object,An action,An object,none,novel,12309,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
9,fep,An object,An action,An object,none,novel,16345,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
10,smick,An object,An action,An object,none,novel,12929,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
11,moop,An action,An object,An action,none,novel,11965,1280,610,Chrome,Windows,720,1280,610,1280,English,22,Female,,[],5.713733333333334,309825
