trial_num,word,part_speech1,part_speech2,selected_answer,correct_answer,word_type,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,language,age,gender,comments,wrong_soundtests,time_in_minutes,participant_id
1,ball,An action,An object,An object,An object,familiar,13383,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
2,eat,An object,An action,An action,An action,familiar,14328,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
3,sleep,An action,An object,An action,An action,familiar,13692,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
4,shoe,An object,An action,An object,An object,familiar,12780,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
5,fep,An action,An object,An object,none,novel,15116,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
6,heth,An object,An action,An object,none,novel,12207,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
7,smick,An object,An action,An action,none,novel,17283,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
8,vash,An action,An object,An action,none,novel,11243,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
9,nup,An action,An object,An object,none,novel,10988,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
10,moop,An action,An object,An object,none,novel,10693,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
11,dax,An action,An object,An action,none,novel,12092,1366,617,Chrome,Linux,768,1366,617,1366,English,28,Female,,[],3.4624333333333333,438110
