trial_num,word,part_speech1,part_speech2,selected_answer,correct_answer,word_type,trial_time,current_windowW,current_windowH,Browser,OS,screenH,screenW,windowH,windowW,language,age,gender,comments,wrong_soundtests,time_in_minutes,participant_id
1,ball,An action,An object,An object,noun,familiar,24966,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
2,eat,An object,An action,An action,verb,familiar,19864,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
3,sleep,An object,An action,An action,verb,familiar,17050,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
4,shoe,An action,An object,An object,noun,familiar,16853,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
5,vash,An object,An action,An action,none,novel,20552,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
6,heth,An action,An object,An action,none,novel,19069,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
7,fep,An action,An object,An action,none,novel,32021,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
8,dax,An object,An action,An action,none,novel,16266,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
9,moop,An object,An action,An action,none,novel,21735,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
10,smick,An object,An action,An action,none,novel,19636,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
11,nup,An object,An action,An object,none,novel,19672,362,508,Safari,iPhone/iPod,736,414,581,414,English,54,Female,,[],5.361866666666667,547311
