condition,img_side_order,trial_no,img_pair_name,trial_type,target_audio_type,target_audio,left_img,right_img,clicked_img,start_time,current_windowW,current_windowH,end_pre1_time,end_pre2_time,end_img_reset_time,end_contrast_time,start_event_time,end_event_time,end_trial_time,start_event_timept,end_event_timept,time,x,y,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,eyesight,eyesight_task,comments,accuracy,previous_accuracy_attempts,time_in_minutes,participant_id
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,110974.88000000158,1483,-182,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111043.73499999929,1883,139,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111101.95999999996,2563,104,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111151.35999999984,2183,-117,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111190.92000000092,2063,66,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111231.83000000063,2236,157,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111293.05500000191,2918,146,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111332.87500000006,1961,469,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111368.43500000032,2623,198,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111429.65499999991,1310,102,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111471.2150000014,776,325,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
noun,img_side_order1,1,pair6,verb_filler,verb_filler,read_filler,read,box,none,1597885067134,1440,789,5069,10070,11456,17461,18491,26536,1597885095024,1597885085625,1597885093670,111524.04999999999,894,228,Chrome,Mac,900,1440,789,1440,288,400,English,19,Male,none,neither,,51,[],7.898916666666667,717664
