condition,img_side_order,trial_no,img_pair_name,trial_type,target_audio_type,target_audio,left_img,right_img,exp.clicked,start_time,current_windowW,current_windowH,end_pre1_time,end_pre2_time,end_img_reset_time,end_contrast_time,start_event_time,end_event_time,end_trial_time,start_event_timept,end_event_timept,time,x,y,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,eyesight,eyesight_task,comments,accuracy,previous_accuracy_attempts,time_in_minutes,participant_id
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,45902.41999999853,16,506,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,45935.91999998898,-11,470,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,45969.36999999161,-92,420,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46005.32999999996,-33,446,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46035.29499999422,-399,381,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46070.22499998857,-312,520,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46101.38999999617,-183,484,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46135.93999999284,-292,468,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46168.80499999388,-143,555,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46205.52499999758,-149,509,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46236.35500000091,-118,539,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46267.78499998909,-45,556,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46302.029999991646,-243,645,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46334.05499999935,-47,667,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46369.05499998829,-61,615,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46400.16999999352,78,535,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46437.18499998795,183,435,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46468.57499999169,-44,452,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46504.214999993565,12,507,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46534.344999992754,-175,533,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46569.33499999286,-138,458,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46602.229999989504,105,656,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46634.19499999145,-30,404,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46669.484999991255,174,609,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46701.539999994566,720,621,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46736.29499999515,602,649,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46769.95999999053,549,403,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46801.754999993136,454,518,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46835.52499998768,633,380,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46867.78999998933,640,414,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46903.99500000058,292,258,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46934.559999994235,-94,476,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
noun,img_side_order1,1,pair4,noun,noun,shoe,draw,shoe,none,1597874523807,1280,689,5043,10056,11338,17353,18376,26407,1597874553163,1597874542183,1597874550214,46975.96499999054,55,183,Chrome,Mac,800,1280,621,1087,288,400,English,21,Female,none,neither,Elizabeth - test,76,[],8.23845,760512
