condition,img_side_order,trial_no,img_pair_name,trial_type,target_audio_type,target_audio,left_img,right_img,clicked_img,start_time,current_windowW,current_windowH,end_pre1_time,end_pre2_time,end_img_reset_time,end_contrast_time,start_event_time,end_event_time,end_trial_time,start_event_timept,end_event_timept,time,x,y,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,age,gender,eyesight,eyesight_task,comments,accuracy,previous_accuracy_attempts,time_in_minutes,participant_id
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,93880.40499994531,842,581,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,93929.25999988802,906,697,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,93982.16999997385,627,495,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94020.82499989774,457,616,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94053.28499991447,548,681,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94086.7599999765,751,575,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94121.95999990217,675,559,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94174.56499999389,500,455,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94220.66499991342,634,503,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94255.39499998558,481,663,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94289.63999997359,563,549,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94323.61500000115,340,481,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
verb,img_side_order1,1,pair8,verb,verb,sit,sit,hat,none,1597877166344,1366,625,5060,10090,11106,17112,18150,26188,1597877194042,1597877184494,1597877192532,94372.95999994967,254,575,Chrome,Windows,768,1366,625,1366,288,400,English,30,Female,nearsighted,neither,,65,[],7.7883,640873
