condition,img_side_order,trial_no,img_pair_name,trial_type,target_audio_type,target_audio,left_img,right_img,clicked_img,start_time,current_windowW,current_windowH,end_pre1_time,end_pre2_time,end_img_reset_time,end_contrast_time,start_event_time,end_event_time,end_trial_time,start_event_timept,end_event_timept,time,x,y,Browser,OS,screenH,screenW,windowH,windowW,imageH,imageW,language,gender,comments,accuracy,previous_accuracy_attempts,time_in_minutes,participant_id
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,182951.99499977753,655.1262550074415,387.2399677202812,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183029.8149997834,627.2549102664253,399.80838727196146,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183101.92999988794,608.8172820685845,401.0599246565383,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183175.3449998796,595.2117757310759,389.3393902438299,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183251.88499991782,574.2605237793224,372.8854800645611,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183365.20999995992,566.1818299535041,361.53666715682726,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183433.0599999521,551.9450351847247,349.04495341240187,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183509.31999995373,542.3877627574091,344.62765389997656,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183603.1499998644,552.6293574312984,354.0233721620711,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183706.119999988,558.0380833418169,360.2284813722573,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183819.10499976948,569.5629510248604,354.0532680014521,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183902.3599999491,582.7983839835111,360.49289187474443,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,183977.95499977656,593.1632879664734,367.52702452211713,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184055.9999998659,591.0368498724773,372.5639098802756,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184119.74499979988,598.4434623779183,369.4866843151788,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184185.39999984205,603.7347246665372,368.3299541477511,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184258.77999980003,606.0094978254305,350.29214112349894,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184337.2049999889,609.7980441985809,338.6065968993744,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184407.5849999208,607.7648353603242,334.1991250945936,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184488.71499998495,598.1042317268971,304.98676099014347,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184603.58999995515,605.8235152500736,315.15450115182324,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184688.68999998085,611.4733782422967,314.46891552336524,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184785.0249998737,612.0722698779231,332.2568123754765,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184871.34499987587,605.4053039009285,329.29328439600823,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,184936.35499989614,611.9360408438935,328.46595873671293,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185020.9099999629,636.3573826405119,368.221839200411,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185103.64499990828,654.6727388708472,410.79819220765245,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185172.36999981105,674.4642253396171,450.88966017323276,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185255.2949998062,669.101851778518,449.75762436821566,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185345.25999985635,665.6870312787768,453.12805722309605,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185420.85499991663,677.2487669037521,482.32382294838044,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185487.8299999982,676.5820575348284,485.99553560028465,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185551.17999995127,664.0991386865943,473.9473008473583,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185625.64999982715,653.9842771497425,445.8310353548795,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185708.8999999687,647.224013383155,421.4818315294997,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185817.5999999512,666.5572857160964,448.85399560706156,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185896.28499979153,661.0825154001192,462.5547082847585,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,185988.08499984443,667.6813994002483,474.6217740762803,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186072.47999985702,670.2813158592579,465.4939201509865,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186159.54999998212,656.0418422363775,464.6609619629048,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186233.54999977164,661.5018265018914,464.8528481293426,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186305.59499980882,661.2138620882607,454.47594694598314,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186376.03499996476,655.9407203782096,438.5644070446932,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186455.32999979332,648.0134728294474,427.8508301347131,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186539.14999985136,651.2737686741336,430.99577740945756,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186627.76999990456,638.7829132068272,422.2534842259675,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186744.9449999258,636.6371981124568,417.4313735742513,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186804.08999999054,640.3416147950184,423.90303884071847,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186872.08999996074,636.9714590582064,415.6612435129961,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,186939.19999990612,639.2591297827311,409.1382979740648,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187008.1699998118,633.2998653391069,409.6787481234034,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187096.78499982692,618.6893022853016,384.6155271739819,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187178.88999986462,600.2067920235697,337.98116455040906,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187273.55999988504,590.1630135199756,302.1755214158111,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187356.29499983042,582.8289839247668,285.94300740955566,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187431.0899998527,575.7716165829416,284.3906554964069,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187516.0049998667,568.1752292066141,273.0763851147642,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187573.30999989063,569.5474202425696,266.044669813847,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187639.55499976873,568.872710070358,272.5574796911066,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187745.2199999243,570.2431321364066,262.4715963052666,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187807.86499986425,581.9042462260364,281.40150322559555,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187877.59999977425,583.6240234341809,293.07507780844236,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,187940.04999985918,621.906993600997,355.67635422374383,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188007.1249997709,663.4719744451402,415.74172762500535,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188085.98999981768,707.1601521439547,446.1107841362676,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188157.0299998857,720.6246813134984,468.9226620326239,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188224.0049999673,742.1199530493111,506.25284253008795,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188312.694999855,727.2908133510598,507.15299188890106,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188408.1799997948,730.9423582821827,522.8263353636692,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188489.5199998282,713.6625190442957,537.5294442484775,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188591.37499984354,712.7456605071395,541.7648760232252,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188675.76999985613,706.3133806934164,553.6420033496422,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188878.77999991179,711.2764253754312,557.5790785490475,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,188959.63999978267,703.6117565785696,543.3084548910895,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
verb,img_side_order1,1,pair4,verb,verb,draw,draw,shoe,none,1604771482648,1536,754,6098,12106,13125,19196,20202,28211,1604771510859,1604771502850,1604771510859,189050.33499980345,710.0483068181969,544.3655268672394,Chrome,Windows,864,1536,754,1536,288,400,English,Male,,0,[],10.479033333333334,515350
